"","aegopodiids","airid","ajugids","androsaceids","aparinids","arabids","arrhenaterid","asperulids","bellid","bryonids","convolvulid","cornids","eleocharid","empetrid","epipactids","equisylvatids","eranthids","fagids","fragariids","gypsophilids","hederids","hierochloids","illecebrids","junceffusids","linariid","loiseleureid","minuartid","moliniid","mugids","myrtillids","nardid","oxalids","piceids","polygonatids","primulids","quercids","ranunculids","rosids","sambucids","sarothamnid","thymids","tiliids","trientalids","trisetid","verbascids"
"17",0.000874890638670166,0,0.00962379702537183,0,0.00874890638670166,0.00874890638670166,0,0,0.0174978127734033,0,0,0,0,0,0,0,0,0,0.00874890638670166,0,0,0,0.05249343832021,0,0.0533683289588801,0.227471566054243,0,0,0,0,0.306211723534558,0.00874890638670166,0,0,0.122484689413823,0,0.0174978127734033,0,0,0,0.05249343832021,0,0,0,0.10498687664042
"18",0,0,0.00409165302782324,0.00409165302782324,0.00409165302782324,0.16366612111293,0.085924713584288,0,0.0245499181669394,0,0,0,0,0.0245499181669394,0.00409165302782324,0,0,0,0.00818330605564648,0,0,0,0,0,0.0122749590834697,0,0,0.00409165302782324,0,0.0818330605564648,0.478723404255319,0.000409165302782324,0,0,0.000409165302782324,0,0.0167757774140753,0,0,0,0.0331423895253683,0,0,0.0368248772504092,0.0122749590834697
"19",0,0,0.016,0,0,0,0,0,0.048,0,0,0,0,0,0.008,0,0,0,0.16,0.008,0,0,0.048,0,0.112,0,0,0.16,0,0,0.104,0.048,0,0,0.064,0,0.056,0,0,0,0.008,0,0,0,0.16
"20",0,0,0.0050761421319797,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0.0609137055837563,0,0,0,0,0,0.208121827411167,0,0,0.0050761421319797,0,0,0.0456852791878173,0,0,0,0.472081218274112,0,0.131979695431472,0,0,0,0.0304568527918782,0,0,0,0.0304568527918782
"21",0,0,0.0088638195004029,0,0.0088638195004029,0.008058017727639,0.0008058017727639,0.0008058017727639,0.225624496373892,0,0,0,0,0.0008058017727639,0.008058017727639,0,0,0,0.161966156325544,0.0088638195004029,0,0.0008058017727639,0,0,0.016116035455278,0.0016116035455278,0,0,0,0,0.145850120870266,0.16116035455278,0,0,0.0016116035455278,0,0.0088638195004029,0,0,0,0.219983883964545,0,0,0.008058017727639,0.0032232070910556
"22",0,0,0.0052531041069723,0.0286532951289398,0,0.00477554918815664,0.59694364851958,0,0.0052531041069723,0,0,0,0,0,0.0052531041069723,0,0,0,0.0286532951289398,0.00477554918815664,0,0,0.00477554918815664,0,0.100286532951289,0,0,0.0286532951289398,0,0,0.0386819484240688,0,0,0,0.0286532951289398,0,0.00955109837631328,0,0,0,0.0143266475644699,0,0,0.0620821394460363,0.0334288443170965
"23",0,0,0.00087719298245614,0.0043859649122807,0.0043859649122807,0.0267543859649123,0.201754385964912,0,0.0934210526315789,0,0,0,0,0,0,0,0,0,0.00131578947368421,0.00921052631578947,0,0,0,0,0.0144736842105263,0.00043859649122807,0.0043859649122807,0.00043859649122807,0,0.00043859649122807,0.421491228070175,0,0,0,0.00570175438596491,0,0.0320175438596491,0,0,0,0.123684210526316,0,0,0.0267543859649123,0.0280701754385965
"24",0,0,0.00590667454223272,0.0472533963378618,0.0413467217956291,0.0354400472533963,0,0.000590667454223272,0.00708800945067927,0,0,0,0,0.236266981689309,0.00590667454223272,0,0,0,0.006497341996456,0.000590667454223272,0,0,0.000590667454223272,0,0.0118133490844654,0.153573538098051,0,0,0,0,0.308328411104548,0.000590667454223272,0,0,0.0100413467217956,0,0.00590667454223272,0,0,0,0.106910809214412,0,0,0,0.0153573538098051
"25",0,0,0.00996677740863787,0.185215946843854,0.00830564784053156,0.000830564784053156,0.00249169435215947,0.000830564784053156,0.0589700996677741,0,0,0,0,0.166112956810631,0.00166112956810631,0,0,0,0.00996677740863787,0,0,0,0.000830564784053156,0,0.0116279069767442,0.00913621262458472,0,0.000830564784053156,0,0.0672757475083056,0.397009966777409,0.00830564784053156,0,0,0.0290697674418605,0,0.00498338870431894,0,0,0,0.00996677740863787,0,0,0.00332225913621262,0.0132890365448505
"26",0,0,0.00534473543559594,0.0390165686798504,0.00534473543559594,0.0320684126135756,0.00534473543559594,0.00106894708711919,0.0384820951362908,0,0,0,0,0.320684126135756,0.000534473543559594,0,0,0,0.0112239444147515,0,0,0,0,0,0.00641368252271513,0.106894708711919,0,0,0,0.00587920897915553,0.359700694815607,0.0106894708711919,0.000534473543559594,0,0.0085515766969535,0,0.00641368252271513,0,0,0,0.00694815606627472,0,0,0.000534473543559594,0.0283270978086585
"27",0,0,0.00502260170768458,0.0401808136614766,0,0.0301356102461075,0,0.00502260170768458,0.00502260170768458,0,0,0,0,0.381717729784028,0.00502260170768458,0,0,0,0,0,0,0,0,0,0,0.0301356102461075,0,0,0,0.306378704168759,0.135610246107484,0.00502260170768458,0,0,0,0,0.0100452034153692,0,0,0,0,0,0,0.0301356102461075,0.0105474635861376
"28",0,0,0.00591715976331361,0,0,0.00591715976331361,0.236686390532544,0,0.0118343195266272,0,0,0,0,0,0.00591715976331361,0,0,0,0.124260355029586,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0.36094674556213,0.00591715976331361,0,0,0.00591715976331361,0,0.112426035502959,0,0,0,0,0,0,0.118343195266272,0
"29",0,0,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0,0,0,0,0,0,0,0.00854700854700855,0.00854700854700855,0,0,0,0.0512820512820513,0,0,0,0.0512820512820513,0,0.00854700854700855,0.0512820512820513,0,0.170940170940171,0,0,0.333333333333333,0.0512820512820513,0,0,0,0,0.162393162393162,0,0,0,0.0512820512820513,0,0,0,0.0170940170940171
